 2017-12-01 11:50:30,558 [P28288/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.7.6 application starting on NB-ROALD
 2017-12-01 11:50:30,595 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-12-01 11:50:30,607 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 12ms)
 2017-12-01 11:50:30,673 [P28288/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-12-01 11:50:30,674 [P28288/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-12-01 11:50:30,676 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2017-12-01 11:50:30,974 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 297ms)
 2017-12-01 11:50:30,974 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2017-12-01 11:50:30,981 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 7ms)
 2017-12-01 11:50:30,998 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2017-12-01 11:50:30,999 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2017-12-01 11:50:30,999 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-12-01 11:50:31,005 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 5ms)
 2017-12-01 11:50:31,005 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2017-12-01 11:50:31,006 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2017-12-01 11:50:31,006 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-12-01 11:50:31,013 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 7ms)
 2017-12-01 11:50:31,026 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2017-12-01 11:50:31,026 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2017-12-01 11:50:31,026 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2017-12-01 11:50:31,032 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 6ms)
 2017-12-01 11:50:31,033 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2017-12-01 11:50:31,034 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2017-12-01 11:50:31,034 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2017-12-01 11:50:31,040 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 6ms)
 2017-12-01 11:50:32,370 [P28288/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-12-01 11:50:32,596 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.Models.PublishedContent.PublishedContentModel
 2017-12-01 11:50:32,605 [P28288/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.Models.PublishedContent.PublishedContentModel (took 9ms)
 2017-12-01 11:50:32,668 [P28288/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-12-01 11:50:33,100 [P28288/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
